"","Term","ProbAbstract","ProbConcrete","Classification","Jitter"
"gone","gone",0.000220628590389825,0.99977937140961,"concrete",0.73457
"swung","swung",0.000221321909160765,0.999778678090839,"concrete",0.81823
"folding","folding",0.000225108136118702,0.999774891863881,"concrete",0.76512
"ration","ration",0.000230365399080466,0.99976963460092,"concrete",0.94758
"hissing","hissing",0.000232853271337086,0.999767146728663,"concrete",0.61653
"charger","charger",0.000237472582824589,0.999762527417175,"concrete",0.27102
"doublet","doublet",0.000238281355300383,0.9997617186447,"concrete",0.95556
"gleam","gleam",0.000238528687780302,0.99976147131222,"concrete",0.32586
"gleaming","gleaming",0.000238654200157626,0.999761345799842,"concrete",0.28917
"sheen","sheen",0.000240665429106594,0.999759334570893,"concrete",0.33769
"journey","journey",0.000248421517573634,0.999751578482426,"concrete",0.45576
"round","round",0.000252851608171409,0.999747148391829,"concrete",0.90042
"lock","lock",0.000253898456825784,0.999746101543174,"concrete",0.37412
"altar","altar",0.000255263164454775,0.999744736835545,"concrete",0.78015
"ee","ee",0.000256241067783939,0.999743758932216,"concrete",0.83884
"dial","dial",0.00025693011911252,0.999743069880888,"concrete",0.18983
"tins","tins",0.000259372500132794,0.999740627499867,"concrete",0.61379
"shovel","shovel",0.000260196502908226,0.999739803497092,"concrete",0.06485
"timber","timber",0.0002611955510051,0.999738804448995,"concrete",0.12422
"trump","trump",0.000264380844391402,0.999735619155609,"concrete",0.80113
"risen","risen",0.000264658668291446,0.999735341331708,"concrete",0.93953
"gauntlet","gauntlet",0.000267460105384601,0.999732539894615,"concrete",0.61257
"billiard","billiard",0.000268776175474592,0.999731223824525,"concrete",0.55383
"broader","broader",0.000269158357295959,0.999730841642704,"concrete",0.17897
"rope","rope",0.000270507963394588,0.999729492036605,"concrete",0.71421
"bu","bu",0.000274826723780582,0.999725173276219,"concrete",0.74846
"piece","piece",0.000276895570014482,0.999723104429985,"concrete",0.89461
"bald","bald",0.000276977924687047,0.999723022075313,"concrete",0.62466
"paper","paper",0.000281339181346098,0.999718660818654,"concrete",0.26617
"lang","lang",0.000284487697586299,0.999715512302414,"concrete",0.66663
"beams","beams",0.000284808386956176,0.999715191613044,"concrete",0.3144
"knelt","knelt",0.000287939091535938,0.999712060908464,"concrete",0.24791
"roun","roun",0.000296001760841051,0.999703998239159,"concrete",0.86245
"balls","balls",0.000296387757120372,0.99970361224288,"concrete",0.76101
"landlady","landlady",0.000298029604283657,0.999701970395716,"concrete",0.26851
"galleries","galleries",0.000298513554019494,0.999701486445981,"concrete",0.04018
"current","current",0.000300339575971097,0.999699660424029,"concrete",0.19558
"mane","mane",0.000306818259218169,0.999693181740782,"concrete",0.51011
"ark","ark",0.000307434389651866,0.999692565610348,"concrete",0.92997
"lightnings","lightnings",0.000308173950729316,0.999691826049271,"concrete",0.72006
"showers","showers",0.000316973403599117,0.999683026596401,"concrete",0.43877
"feet","feet",0.0003205701663103,0.99967942983369,"concrete",0.4985
"saddle","saddle",0.000329595578767486,0.999670404421233,"concrete",0.48811
"thundering","thundering",0.000335603155893397,0.999664396844107,"concrete",0.5084
"hearth","hearth",0.000336179192553639,0.999663820807446,"concrete",0.67194
"sweat","sweat",0.000337029088420525,0.99966297091158,"concrete",0.81229
"circle","circle",0.000337327343117437,0.999662672656883,"concrete",0.18882
"op","op",0.000337398060147336,0.999662601939853,"concrete",0.67793
"canon","canon",0.000341496929915729,0.999658503070084,"concrete",0.75334
"mop","mop",0.000345027066014987,0.999654972933985,"concrete",0.24669
"ring","ring",0.000346640766239025,0.999653359233761,"concrete",0.31725
"recording","recording",0.000348202113720338,0.99965179788628,"concrete",0.56563
"woven","woven",0.000351511677192452,0.999648488322808,"concrete",0.65656
"seal","seal",0.000356357927670127,0.99964364207233,"concrete",0.1545
"hoar","hoar",0.000358935396243887,0.999641064603756,"concrete",0.01816
"ash","ash",0.000359666320860796,0.999640333679139,"concrete",0.28507
"pantry","pantry",0.000361322263705918,0.999638677736294,"concrete",0.62912
"bursts","bursts",0.000362136094920787,0.999637863905079,"concrete",0.10873
"tail","tail",0.000364507555253165,0.999635492444747,"concrete",0.12534
"floor","floor",0.000366975107789285,0.999633024892211,"concrete",0.41396
"heels","heels",0.000371163906587989,0.999628836093412,"concrete",0.50316
"sails","sails",0.000375553259979998,0.99962444674002,"concrete",0.06582
"peak","peak",0.000376622297054569,0.999623377702945,"concrete",0.26887
"mantle","mantle",0.000380055946537055,0.999619944053463,"concrete",0.93323
"barn","barn",0.000380832493510066,0.99961916750649,"concrete",0.41599
"candles","candles",0.000383935236293493,0.999616064763706,"concrete",0.51797
"shipboard","shipboard",0.000385130238233482,0.999614869761767,"concrete",0.88438
"throat","throat",0.000387962368288937,0.999612037631711,"concrete",0.05687
"turban","turban",0.000393160813667549,0.999606839186332,"concrete",0.09078
"winters","winters",0.000394140621859486,0.999605859378141,"concrete",0.83646
"sheath","sheath",0.000397206149516784,0.999602793850483,"concrete",0.97837
"signet","signet",0.000400672807027412,0.999599327192973,"concrete",0.66128
"frock","frock",0.000402092389641984,0.999597907610358,"concrete",0.91779
"target","target",0.000407960439008465,0.999592039560992,"concrete",0.04067
"bubbles","bubbles",0.000409780780627577,0.999590219219373,"concrete",0.19775
"half","half",0.000413366913203693,0.999586633086796,"concrete",0.89058
"berries","berries",0.000414426717813712,0.999585573282186,"concrete",0.498
"hall","hall",0.000416081938499803,0.9995839180615,"concrete",0.00635
"blushes","blushes",0.00042062398908061,0.999579376010919,"concrete",0.03611
"bowl","bowl",0.000425316863844536,0.999574683136155,"concrete",0.49869
"boarding","boarding",0.000425881642327391,0.999574118357673,"concrete",0.34394
"shoes","shoes",0.00042649885128569,0.999573501148714,"concrete",0.0983
"bulletin","bulletin",0.000426838436076202,0.999573161563924,"concrete",0.21203
"day","day",0.000431511735497364,0.999568488264503,"concrete",0.77703
"froth","froth",0.00043479833217607,0.999565201667824,"concrete",0.12751
"helm","helm",0.000441905511174065,0.999558094488826,"concrete",0.34273
"orbit","orbit",0.000447450410164919,0.999552549589835,"concrete",0.14566
"palsy","palsy",0.000460069885842446,0.999539930114158,"concrete",0.84607
"plume","plume",0.000460489575936156,0.999539510424064,"concrete",0.79907
"clouded","clouded",0.000461155752372655,0.999538844247627,"concrete",0.04659
"handwriting","handwriting",0.000462057165386621,0.999537942834613,"concrete",0.5261
"wa","wa",0.000462267596717428,0.999537732403282,"concrete",0.86266
"slices","slices",0.000465302316172347,0.999534697683828,"concrete",0.71584
"dome","dome",0.000470526372573574,0.999529473627426,"concrete",0.49425
"slap","slap",0.000472708378299732,0.9995272916217,"concrete",0.08275
"padlock","padlock",0.000473204402086225,0.999526795597914,"concrete",0.90694
"gems","gems",0.000474523333757001,0.999525476666243,"concrete",0.70805
"radius","radius",0.000479197095570565,0.999520802904429,"concrete",0.16477
"cloudless","cloudless",0.000479259779905233,0.999520740220095,"concrete",0.2645
"bullet","bullet",0.000479746777255551,0.999520253222744,"concrete",0.65397
"eel","eel",0.000487169311668846,0.999512830688331,"concrete",0.64691
"errand","errand",0.000492329203245358,0.999507670796755,"concrete",0.81786
"rut","rut",0.000494319965672198,0.999505680034328,"concrete",0.8166
"purple","purple",0.000495273034893137,0.999504726965107,"concrete",0.90419
"surf","surf",0.0004963922225116,0.999503607777488,"concrete",0.56691
"bread","bread",0.000504383699316033,0.999495616300684,"concrete",0.18286
"elbow","elbow",0.000512395925602745,0.999487604074397,"concrete",0.93169
"pavement","pavement",0.000515648192349642,0.99948435180765,"concrete",0.98596
"heaven","heaven",0.000515810723627386,0.999484189276373,"concrete",0.78733
"covered","covered",0.000516977790668847,0.999483022209331,"concrete",0.41668
"jess","jess",0.000528383670698336,0.999471616329302,"concrete",0.02005
"hip","hip",0.000529786200269904,0.99947021379973,"concrete",0.2632
"furnaces","furnaces",0.000530082441245162,0.999469917558755,"concrete",0.45452
"holidays","holidays",0.000533023495729586,0.99946697650427,"concrete",0.86664
"tempest","tempest",0.000533777340541339,0.999466222659459,"concrete",0.05104
"emeralds","emeralds",0.000536909032996561,0.999463090967003,"concrete",0.12336
"jewels","jewels",0.000539553526542906,0.999460446473457,"concrete",0.27786
"cap","cap",0.000541242604173959,0.999458757395826,"concrete",0.67634
"bone","bone",0.000545472875491685,0.999454527124508,"concrete",0.13089
"tube","tube",0.000545515458321484,0.999454484541679,"concrete",0.88011
"pence","pence",0.000554532963276115,0.999445467036724,"concrete",0.9256
"volumes","volumes",0.000557154939879553,0.99944284506012,"concrete",0.88578
"spurs","spurs",0.000557722340824943,0.999442277659175,"concrete",0.1899
"hem","hem",0.000557759894581321,0.999442240105419,"concrete",0.83881
"night","night",0.000566243139904257,0.999433756860096,"concrete",0.88142
"maker","maker",0.000566858309079491,0.999433141690921,"concrete",0.48627
"tol","tol",0.000569716482370211,0.99943028351763,"concrete",0.02966
"dazzling","dazzling",0.000577134596470775,0.999422865403529,"concrete",0.58658
"sunbeams","sunbeams",0.000577307426725599,0.999422692573275,"concrete",0.91947
"sulphur","sulphur",0.000579174109500401,0.9994208258905,"concrete",0.35446
"blot","blot",0.000594094048284656,0.999405905951715,"concrete",0.94426
"pallet","pallet",0.00059751378830432,0.999402486211696,"concrete",0.11214
"boss","boss",0.000597897926348781,0.999402102073651,"concrete",0.58521
"nightfall","nightfall",0.0006052538788975,0.999394746121102,"concrete",0.81661
"chandeliers","chandeliers",0.000607518532246092,0.999392481467754,"concrete",0.61742
"radiance","radiance",0.000608139804457273,0.999391860195543,"concrete",0.44657
"rubies","rubies",0.000612517575477855,0.999387482424522,"concrete",0.61984
"pie","pie",0.000613261908322199,0.999386738091678,"concrete",0.54919
"double","double",0.000613681100948883,0.999386318899051,"concrete",0.00978
"bubble","bubble",0.000616504604180738,0.999383495395819,"concrete",0.77441
"warning","warning",0.000618662573324562,0.999381337426676,"concrete",0.63151
"dove","dove",0.000620855778313648,0.999379144221686,"concrete",0.62211
"promise","promise",0.000622885050497259,0.999377114949503,"concrete",0.16442
"curt","curt",0.000623567849639497,0.999376432150361,"concrete",0.94502
"dose","dose",0.000627314128851779,0.999372685871148,"concrete",0.46317
"nose","nose",0.000627334668030974,0.999372665331969,"concrete",0.49107
"eyeballs","eyeballs",0.000628253603291698,0.999371746396708,"concrete",0.21604
"damnation","damnation",0.00062968972940537,0.999370310270595,"concrete",0.00014
"visage","visage",0.00062972074665202,0.999370279253348,"concrete",0.72489
"torrents","torrents",0.000633044449067948,0.999366955550932,"concrete",0.87964
"row","row",0.000633238118687653,0.999366761881312,"concrete",0.07211
"burning","burning",0.000638199548093808,0.999361800451906,"concrete",0.71953
"dart","dart",0.000646903160937693,0.999353096839062,"concrete",0.23235
"dangling","dangling",0.000659473520646592,0.999340526479353,"concrete",0.67335
"butt","butt",0.000662241971613502,0.999337758028386,"concrete",0.00082
"threadbare","threadbare",0.000663867345552503,0.999336132654448,"concrete",0.25928
"spry","spry",0.000664397508323524,0.999335602491677,"concrete",0.24788
"dean","dean",0.000665809656276744,0.999334190343723,"concrete",0.13813
"bar","bar",0.000677383694982409,0.999322616305018,"concrete",0.4977
"washing","washing",0.00068543623826985,0.99931456376173,"concrete",0.10841
"slang","slang",0.000686868239900301,0.9993131317601,"concrete",0.85836
"raven","raven",0.000690977054202693,0.999309022945797,"concrete",0.67954
"disk","disk",0.000695343162931837,0.999304656837068,"concrete",0.13377
"rudder","rudder",0.000699955161997502,0.999300044838002,"concrete",0.78945
"parchment","parchment",0.000704078811814501,0.999295921188186,"concrete",0.09071
"torrent","torrent",0.000708168981829629,0.99929183101817,"concrete",0.76138
"axe","axe",0.000708966717927856,0.999291033282072,"concrete",0.90836
"turrets","turrets",0.000709516660084666,0.999290483339915,"concrete",0.38865
"net","net",0.000710949310264222,0.999289050689736,"concrete",0.52287
"front","front",0.000718867906979211,0.999281132093021,"concrete",0.63799
"tree","tree",0.000719690573536154,0.999280309426464,"concrete",0.11211
"het","het",0.000725236201336587,0.999274763798663,"concrete",0.40541
"dawn","dawn",0.000729834475722061,0.999270165524278,"concrete",0.93246
"ere","ere",0.000732078737127996,0.999267921262872,"concrete",0.72585
"palace","palace",0.000736243964314518,0.999263756035686,"concrete",0.3496
"entry","entry",0.000736458349971461,0.999263541650029,"concrete",0.70031
"claw","claw",0.000745424555413314,0.999254575444587,"concrete",0.32895
"east","east",0.000754006420538237,0.999245993579462,"concrete",0.82789
"eater","eater",0.000758730742969566,0.99924126925703,"concrete",0.62998
"powder","powder",0.000760085405488064,0.999239914594512,"concrete",0.78385
"heavens","heavens",0.000763105441508253,0.999236894558492,"concrete",0.30901
"thin","thin",0.000764209287230728,0.999235790712769,"concrete",0.42156
"shells","shells",0.000775076781235829,0.999224923218764,"concrete",0.18092
"wat","wat",0.000775157477014519,0.999224842522986,"concrete",0.92513
"shroud","shroud",0.000775241306643926,0.999224758693356,"concrete",0.2354
"register","register",0.000775243006277051,0.999224756993723,"concrete",0.69723
"coral","coral",0.000776760294524761,0.999223239705475,"concrete",0.01607
"thread","thread",0.00077856236211138,0.999221437637889,"concrete",0.05997
"dog","dog",0.000786632249940066,0.99921336775006,"concrete",0.37188
"sir","sir",0.000787611079699732,0.9992123889203,"concrete",0.83662
"guineas","guineas",0.000799033922506086,0.999200966077494,"concrete",0.37845
"bearer","bearer",0.000799229250682093,0.999200770749318,"concrete",0.48993
"paused","paused",0.000802121246159122,0.999197878753841,"concrete",0.61502
"ceased","ceased",0.000807284428537601,0.999192715571462,"concrete",0.54722
"weapon","weapon",0.000809511622307302,0.999190488377693,"concrete",0.107
"wash","wash",0.000814331096519583,0.99918566890348,"concrete",0.92728
"arching","arching",0.000814536829987892,0.999185463170012,"concrete",0.78466
"carbine","carbine",0.000819798397283287,0.999180201602717,"concrete",0.21699
"drawn","drawn",0.0008362138990531,0.999163786100947,"concrete",0.31473
"lip","lip",0.000836324052810637,0.999163675947189,"concrete",0.4942
"sail","sail",0.000840210761611264,0.999159789238389,"concrete",0.61949
"stirrup","stirrup",0.000841622461211715,0.999158377538788,"concrete",0.12688
"angel","angel",0.000841630833549779,0.99915836916645,"concrete",0.00698
"tome","tome",0.000851570693559269,0.999148429306441,"concrete",0.78277
"fingers","fingers",0.000855250141134884,0.999144749858865,"concrete",0.01398
"amiss","amiss",0.000859275400562037,0.999140724599438,"concrete",0.25919
"wrath","wrath",0.000861232612958799,0.999138767387041,"concrete",0.70274
"tin","tin",0.000862954415661709,0.999137045584338,"concrete",0.33908
"brown","brown",0.000866031726458497,0.999133968273542,"concrete",0.79875
"muck","muck",0.000866728610445222,0.999133271389555,"concrete",0.17808
"rose","rose",0.000868500586935671,0.999131499413064,"concrete",9e-04
"sixpence","sixpence",0.000890402404148562,0.999109597595851,"concrete",0.90618
"ringing","ringing",0.000891926431862913,0.999108073568137,"concrete",0.8065
"signal","signal",0.000895738569798343,0.999104261430202,"concrete",0.95605
"clock","clock",0.00089690880177484,0.999103091198225,"concrete",0.74145
"box","box",0.000901844340377183,0.999098155659623,"concrete",0.2662
"lint","lint",0.000901872896707964,0.999098127103292,"concrete",0.32875
"urn","urn",0.000903275667234141,0.999096724332766,"concrete",0.38784
"thanksgiving","thanksgiving",0.00090524387684482,0.999094756123155,"concrete",0.78773
"livid","livid",0.000908407104859164,0.999091592895141,"concrete",0.63233
"blood","blood",0.000910698893943044,0.999089301106057,"concrete",0.81758
"curling","curling",0.000919086850746341,0.999080913149254,"concrete",0.86243
"c","c",0.000920057513975186,0.999079942486025,"concrete",0.66412
